title,date,author,url,source
"Perto da universalização do acesso à Internet, Brasil ainda tem maioria da população com baixa conectividade significativa, revela novo estudo",15 ABR 2024,CGI.br Notícias,https://cgi.br/noticia/releases/perto-da-universalizacao-do-acesso-a-internet-brasil-ainda-tem-maioria-da-populacao-com-baixa-conectividade-significativa-revela-novo-estudo/,CGI Notícias
CGI.br reúne especialistas para debater conectividade significativa no Brasil e lança estudo inédito sobre o tema,12 ABR 2024,CGI.br Notícias,https://cgi.br/noticia/releases/cgi-br-reune-especialistas-para-debater-conectividade-significativa-no-brasil-e-lanca-estudo-inedito-sobre-o-tema/,CGI Notícias
NETmundial+10 announces program and opens online consultation on the governance of the digital world,2024-03-26,CGI.br Notícias,https://cgi.br/noticia/releases/netmundial-10-announces-program-and-opens-online-consultation-on-the-governance-of-the-digital-world/,CGI Notícias
NETmundial+10 divulga programação e abre consulta online sobre os principais temas da governança do mundo digital,2024-03-26,CGI.br Notícias,https://cgi.br/noticia/releases/netmundial-10-divulga-programacao-e-abre-consulta-online-sobre-os-principais-temas-da-governanca-do-mundo-digital/,CGI Notícias
CGI.br abre inscrições para o 14º Fórum da Internet no Brasil,2024-03-26,CGI.br Notícias,https://cgi.br/noticia/releases/cgi-br-abre-inscricoes-para-o-14-forum-da-internet-no-brasil/,CGI Notícias
Escola de Governança da Internet no Brasil recebe inscrições para 9ª turma de curso intensivo,2024-03-18,CGI.br Notícias,https://cgi.br/noticia/releases/escola-de-governanca-da-internet-no-brasil-abre-inscricoes-para-9-turma-de-curso-intensivo/,CGI Notícias
"Em nova edição do “Mover-se na Web”, CGI.br investirá R$ 5 milhões em projetos com tecnologias abertas para a solução de problemas sociais",2024-03-01,CGI.br Notícias,https://cgi.br/noticia/releases/em-nova-edicao-do-mover-se-na-web-o-cgi-br-investira-r-5-milhoes-em-projetos-com-tecnologias-abertas-para-a-solucao-de-problemas-sociais/,CGI Notícias
"Dia da Internet Segura 2024: evento debaterá proteção à infância em tempos de IA, enfrentamento à violência sexual online e uso excessivo de telas por crianças e adolescentes",02 FEV 2024,CGI.br Notícias,https://cgi.br/noticia/releases/dia-da-internet-segura-2024-evento-debatera-protecao-a-infancia-em-tempos-de-ia-enfrentamento-a-violencia-sexual-online-e-uso-excessivo-de-telas-por-criancas-e-adolescentes/,CGI Notícias
Conheça os 11 representantes da sociedade civil eleitos para o CGI.br,15 DEZ 2023,CGI.br Notícias,https://cgi.br/noticia/releases/conheca-os-11-representantes-da-sociedade-civil-eleitos-para-o-cgi-br/,CGI Notícias
Regulação de plataformas digitais: relatório do CGI.br mapeia consensos e dissensos entre setores,13 DEZ 2023,CGI.br Notícias,https://cgi.br/noticia/releases/regulacao-de-plataformas-digitais-relatorio-do-cgi-br-mapeia-consensos-e-dissensos-entre-setores/,CGI Notícias
Pesquisa do CGI.br aponta consolidação do mercado de provedores de Internet no país,06 DEZ 2023,CGI.br Notícias,https://cgi.br/noticia/releases/pesquisa-do-cgi-br-aponta-consolidacao-do-mercado-de-provedores-de-internet-no-pais/,CGI Notícias
Mais de 30 especialistas participarão de debates sobre a infraestrutura da Internet durante o IX Fórum 17,2023-11-30,CGI.br Notícias,https://cgi.br/noticia/releases/mais-de-30-especialistas-participarao-de-debates-sobre-a-infraestrutura-da-internet-durante-o-ix-forum-17/,CGI Notícias
"No terceiro estudo sobre plataformização da educação, CGI.br discute a importância do fortalecimento da soberania digital",2023-11-29,CGI.br Notícias,https://cgi.br/noticia/releases/no-terceiro-estudo-sobre-plataformizacao-da-educacao-cgi-br-discute-a-importancia-do-fortalecimento-da-soberania-digital/,CGI Notícias
NETmundial+10 – Desafios Globais para a governança do mundo digital,2023-11-23,CGI.br Notícias,https://cgi.br/noticia/notas/netmundial-10-desafios-globais-para-a-governanca-do-mundo-digital/,CGI Notícias
NETmundial+10 – Global challenges for the governance of the digital world,2023-11-23,CGI.br Notícias,https://cgi.br/noticia/notas/netmundial-10-global-challenges-for-the-governance-of-the-digital-world/,CGI Notícias
NIC.br recebe inscrições gratuitas para a 13ª Semana de Infraestrutura da Internet no Brasil,2023-11-23,CGI.br Notícias,https://cgi.br/noticia/releases/nic-br-recebe-inscricoes-gratuitas-para-a-13-semana-de-infraestrutura-da-internet-no-brasil/,CGI Notícias
"Classes C e DE impulsionam crescimento da conectividade à Internet nos lares brasileiros, mostra TIC Domicílios 2023",2023-11-16,CGI.br Notícias,https://cgi.br/noticia/releases/classes-c-e-de-impulsionam-crescimento-da-conectividade-a-internet-nos-lares-brasileiros-mostra-tic-domicilios-2023/,CGI Notícias
"CGI.br lança Agenda de Gênero, Raça e Diversidade para estimular Internet mais inclusiva no Brasil",2023-11-09,CGI.br Notícias,https://cgi.br/noticia/releases/cgi-br-lanca-agenda-de-genero-raca-e-diversidade-para-estimular-internet-mais-inclusiva-no-brasil/,CGI Notícias
Ceweb.br lança plataforma que reúne casos de uso de dados abertos,2023-11-06,CGI.br Notícias,https://cgi.br/noticia/releases/ceweb-br-lanca-plataforma-que-reune-casos-de-uso-de-dados-abertos/,CGI Notícias
TIC Kids Online Brasil 2023: Crianças estão se conectando à Internet mais cedo no país,24 OUT 2023,CGI.br Notícias,https://cgi.br/noticia/releases/tic-kids-online-brasil-2023-criancas-estao-se-conectando-a-internet-mais-cedo-no-pais/,CGI Notícias
"8º Simpósio Crianças e Adolescentes na Internet discutirá a necessidade de estimular um ambiente digital seguro, ético e responsável",24 OUT 2023,CGI.br Notícias,https://cgi.br/noticia/releases/8-simposio-criancas-e-adolescentes-na-internet-discutira-a-necessidade-de-estimular-um-ambiente-digital-seguro-etico-e-responsavel/,CGI Notícias
Hartmut Glaser e Ivan Moura Campos entram para o Hall da Fama da Internet,26 SET 2023,CGI.br Notícias,https://cgi.br/noticia/releases/hartmut-glaser-e-ivan-moura-campos-entram-para-o-hall-da-fama-da-internet/,CGI Notícias
